id,name,host_id,host_name,host_since,host_listings_count,zipcode,smart_location,country,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,calendar_updated,number_of_reviews,cancellation_policy
4564730,Charming West Seattle apartment ,12940195,Amanda,3/9/2014,1,98126,"Seattle, WA",United States,47.56412465,-122.3785073,Apartment,Entire home/apt,4,1,1,2,Real Bed,$99.00 ,$625.00 ,,$150.00 ,$25.00 ,2,$15.00 ,1,1125,a week ago,26,moderate
50233,West Seattle Vacation Junction,230140,Marie,9/10/2010,1,98116,"Seattle, WA",United States,47.56642871,-122.3808422,Apartment,Entire home/apt,4,1,2,2,Real Bed,$165.00 ,"$1,550.00 ","$2,800.00 ",$350.00 ,$100.00 ,4,$60.00 ,3,180,today,20,strict
3402376,West Seattle Mid-Century Modern,3903203,Chad,10/17/2012,1,98116,"Seattle, WA",United States,47.56272304,-122.3952384,House,Entire home/apt,4,1,2,2,Real Bed,$165.00 ,,,$150.00 ,$75.00 ,1,$0.00 ,4,1125,8 months ago,4,strict
8782852,Basement level unit- West Seattle,26707022,Claudette,1/25/2015,1,98126,"Seattle, WA",United States,47.56570398,-122.3751104,House,Private room,2,0.5,1,1,Futon,$55.00 ,,,$150.00 ,,1,$0.00 ,1,1125,2 months ago,0,flexible
9098494,Modern home in West Seattle!,3712110,Sheeba,9/29/2012,1,98116,"Seattle, WA",United States,47.56523793,-122.3872351,Townhouse,Entire home/apt,10,1.5,3,5,Real Bed,$150.00 ,,,$300.00 ,$65.00 ,4,$25.00 ,2,1125,4 days ago,5,strict
6977095,Spacious West Seattle Cottage,10571217,Patrick,12/11/2013,3,98126,"Seattle, WA",United States,47.56460285,-122.3770466,House,Entire home/apt,10,2,3,6,Real Bed,$249.00 ,"$1,599.00 ","$4,999.00 ",$449.00 ,$100.00 ,1,$0.00 ,2,1125,today,2,strict
6748502,Your own floor  & Mt. Rainier view,35332502,Ian,6/8/2015,2,98116,"Seattle, WA",United States,47.56759465,-122.3813765,House,Private room,2,1.5,1,1,Airbed,$51.00 ,$350.00 ,"$1,200.00 ",,$5.00 ,1,$5.00 ,2,1125,a week ago,5,moderate
6823837,Vibrant Two-Bedroom Apartment,10571217,Patrick,12/11/2013,3,98126,"Seattle, WA",United States,47.56618454,-122.3790076,House,Entire home/apt,6,1,2,3,Real Bed,$129.00 ,$699.00 ,"$2,399.00 ",$350.00 ,$65.00 ,4,$15.00 ,2,1125,today,14,strict
9298045,Quiet & Cozy in West Seattle,28646378,Kristin,3/2/2015,1,98116,"Seattle, WA",United States,47.57000136,-122.3859053,Townhouse,Private room,2,1,1,1,Real Bed,$79.00 ,,,,,1,$0.00 ,1,14,6 days ago,3,flexible
7988436,2. Walk score 94 - Downtown in mins,6531875,Rich,5/22/2013,3,98116,"Seattle, WA",United States,47.56136431,-122.385107,House,Private room,2,1,1,1,Real Bed,$65.00 ,,,,,1,$0.00 ,1,1125,today,20,moderate
9615941,Room @ Cozy Alaska Junction Remodel,2695710,Matt,6/20/2012,2,98116,"Seattle, WA",United States,47.5603701,-122.3930383,House,Private room,2,1,1,1,Real Bed,$49.00 ,,,$200.00 ,$15.00 ,1,$15.00 ,1,1125,yesterday,1,flexible
8631419,Beautiful 1911 Craftsman with views,35332502,Ian,6/8/2015,2,98116,"Seattle, WA",United States,47.56725799,-122.3822129,House,Entire home/apt,7,2.5,3,3,Real Bed,$180.00 ,"$1,350.00 ","$4,400.00 ","$2,500.00 ",$10.00 ,1,$0.00 ,2,365,3 weeks ago,3,flexible
8919070,"West Seattle, like Seattle but West",46642481,Conor,10/15/2015,1,98116,"Seattle, WA",United States,47.56137397,-122.3884382,Apartment,Shared room,2,1,1,1,Pull-out Sofa,$30.00 ,,,,,1,$0.00 ,1,3,2 months ago,4,flexible
7836953,*Beautiful Views West Seattle Home*,257237,Laura,10/9/2010,1,98116,"Seattle, WA",United States,47.56164625,-122.3970726,House,Entire home/apt,7,1.5,3,4,Real Bed,$250.00 ,"$1,250.00 ","$4,500.00 ",$150.00 ,$100.00 ,1,$0.00 ,4,30,3 days ago,1,strict
3281072,Sweet Urban West Seattle Bungalow,4793121,Lauren,1/21/2013,1,98116,"Seattle, WA",United States,47.5669629,-122.3833776,House,Entire home/apt,3,1,2,2,Real Bed,$150.00 ,$900.00 ,"$3,000.00 ",,$75.00 ,1,$0.00 ,2,30,3 weeks ago,21,moderate
10252110,Spacious 4 Bed West Seattle House,36706828,Julia,6/25/2015,1,98116,"Seattle, WA",United States,47.56494994,-122.3979769,House,Entire home/apt,8,3.5,4,4,Real Bed,$375.00 ,,,$350.00 ,$150.00 ,1,$25.00 ,1,1125,yesterday,0,flexible
5958674,"Double room, Contemporary New house",10281202,Elaine,11/26/2013,4,98116,"Seattle, WA",United States,47.56704816,-122.3861506,House,Private room,2,1,1,1,Real Bed,$56.00 ,,,,,2,$10.00 ,2,7,5 days ago,18,moderate
8307502,Flawless City and Mountains Views,43798906,Terry,9/9/2015,2,98126,"Seattle, WA",United States,47.56830073,-122.37603,House,Entire home/apt,6,2.5,3,3,Real Bed,$300.00 ,"$1,800.00 ","$5,500.00 ",$350.00 ,$175.00 ,1,$0.00 ,1,1125,today,6,flexible
5958194,"Single Room, Contemporary New House",10281202,Elaine,11/26/2013,4,98116,"Seattle, WA",United States,47.56722692,-122.3850857,House,Private room,1,1,1,1,Real Bed,$45.00 ,,,,,1,$0.00 ,2,7,5 days ago,25,moderate
4121334,Dog-friendly 2BR townhome w/ patio!,18096695,Chris,7/14/2014,1,98116,"Seattle, WA",United States,47.56401858,-122.3888556,House,Entire home/apt,4,1.5,2,2,Real Bed,$110.00 ,$675.00 ,"$1,975.00 ",,$30.00 ,2,$10.00 ,1,180,a week ago,9,moderate
598023,West Seattle Home near Junction,2613029,Jeffrey,6/12/2012,1,98116,"Seattle, WA",United States,47.56280118,-122.3870543,House,Private room,1,1,1,1,Real Bed,$99.00 ,,,$150.00 ,$30.00 ,1,$0.00 ,3,30,3 months ago,8,strict
6958603,Rooftop Room with a View !,4016632,Jean-Marc,10/30/2012,5,98119,"Seattle, WA",United States,47.63972336,-122.3764221,House,Private room,2,1,1,1,Real Bed,$53.00 ,$450.00 ,,$150.00 ,$25.00 ,1,$0.00 ,2,7,yesterday,26,strict
7390195,Magnolia Living with a View!,38176125,Kenny,7/11/2015,1,98199,"Seattle, WA",United States,47.63577294,-122.3886193,Apartment,Private room,2,1,1,1,Real Bed,$75.00 ,$550.00 ,,$300.00 ,$10.00 ,1,$5.00 ,2,1125,3 weeks ago,9,flexible
4271174,Magnolia Midcentury Private Den,17380927,Blanca,6/28/2014,1,98199,"Seattle, WA",United States,47.63707971,-122.3861791,House,Private room,2,1,1,1,Real Bed,$75.00 ,,,,$10.00 ,1,$10.00 ,1,1125,3 months ago,30,flexible
3237501,Private room in Magnolia,16380844,Renee,6/4/2014,1,98199,"Seattle, WA",United States,47.63502328,-122.3896955,House,Private room,1,2.5,1,1,Real Bed,$90.00 ,$450.00 ,"$1,400.00 ",,,1,$0.00 ,4,1125,3 months ago,15,moderate
6438013,Seattle Modern Loft,11583055,Mr. Larry,1/23/2014,1,98119,"Seattle, WA",United States,47.63288521,-122.3771697,Loft,Entire home/apt,2,1,1,1,Real Bed,$69.00 ,$580.00 ,"$1,670.00 ",,$21.00 ,1,$0.00 ,1,1125,yesterday,3,moderate
10309898,Great location,30199365,Ryan,3/29/2015,1,98119,"Seattle, WA",United States,47.64738254,-122.3780493,Apartment,Entire home/apt,4,1,1,1,Real Bed,$250.00 ,,,,,1,$0.00 ,2,7,never,0,moderate
2134911,The Studio at Mibbett Hollow - Boat,4122018,Lynne,11/11/2012,3,,"Seattle, WA",United States,47.66118597,-122.3853442,Boat,Private room,1,1,1,1,Real Bed,$95.00 ,$645.00 ,"$2,200.00 ",,$20.00 ,1,$0.00 ,2,16,3 months ago,5,strict
5002964,10 Minutes from Downtown Seattle,6618367,Desert,5/28/2013,1,98119,"Seattle, WA",United States,47.65006232,-122.3773843,Apartment,Private room,2,1,1,1,Real Bed,$50.00 ,,,,,1,$0.00 ,1,3,4 weeks ago,1,flexible
6780615,Modern Oasis in Magnolia,5177328,Andrea,2/21/2013,6,98199,"Seattle, WA",United States,47.63920028,-122.3866156,Apartment,Entire home/apt,4,1,1,1,Real Bed,$150.00 ,"$1,000.00 ","$3,000.00 ",$100.00 ,$40.00 ,2,$0.00 ,2,90,today,12,strict
2586642,Charming modern 2 bdm getaway ,1452570,Emily,11/29/2011,2,98119,"Seattle, WA",United States,47.64236195,-122.3775093,House,Entire home/apt,4,1,2,2,Real Bed,$150.00 ,"$1,200.00 ","$2,850.00 ",$500.00 ,$75.00 ,2,$15.00 ,2,1125,3 weeks ago,22,strict
9490093,Chic One Bedroom Condo in Magnolia!,29698708,Jennifer,3/20/2015,1,98199,"Seattle, WA",United States,47.63834273,-122.3861921,Condominium,Entire home/apt,2,1,1,1,Real Bed,$150.00 ,,,$100.00 ,,1,$0.00 ,1,1125,5 days ago,0,moderate
1815472,Studio Apartment Pioneer Square 201,6372203,Darcy,5/13/2013,7,98104,"Seattle, WA",United States,47.595772,-122.327316,Apartment,Entire home/apt,2,1,1,1,Real Bed,$150.00 ,,,$200.00 ,,1,$0.00 ,1,1125,yesterday,75,strict
8566475,"Between downtown & SeaTac, Bohemian",45084253,Campbell,9/25/2015,1,98108,"Seattle, WA",United States,47.55977856,-122.3236031,Loft,Shared room,4,1,1,1,Real Bed,$25.00 ,$150.00 ,$550.00 ,,,1,$15.00 ,1,2,7 weeks ago,0,flexible
10205366,Classic VW Camper Van Rental,43898988,Harley,9/10/2015,1,98134,"Seattle, WA",United States,47.58000693,-122.3266282,Camper/RV,Entire home/apt,4,0,0,2,Real Bed,$265.00 ,,,,,1,$0.00 ,1,1125,a week ago,0,strict
2919571,"Amazing Modern Loft, Great View",2328599,Daniel,5/9/2012,1,98134,"Seattle, WA",United States,47.57758964,-122.3195656,Loft,Entire home/apt,4,1,2,3,Real Bed,$320.00 ,"$1,100.00 ","$2,500.00 ",,,3,$40.00 ,3,1125,6 months ago,2,moderate
1484651,Suite at the Little Red Day Spa,7942852,Jeff,8/5/2013,1,98134,"Seattle, WA",United States,47.57668748,-122.3219282,Other,Private room,4,2.5,1,2,Real Bed,$150.00 ,,,,,3,$0.00 ,1,1125,3 weeks ago,49,flexible
6327506,Seattle Studio-Private Kitchen&Bath,13407781,Elizabeth & Tyanne,3/22/2014,1,98108,"Seattle, WA",United States,47.55427231,-122.3126487,Townhouse,Entire home/apt,2,1,1,1,Real Bed,$65.00 ,$450.00 ,,$150.00 ,$30.00 ,1,$0.00 ,3,7,today,33,moderate
3544964,"Charming Sunset Room, Queen Bed",17795956,Cris,7/7/2014,2,98118,"Seattle, WA",United States,47.54296367,-122.2890472,House,Private room,2,1,1,1,Real Bed,$45.00 ,$250.00 ,$900.00 ,,,1,$20.00 ,1,1125,a week ago,28,strict
7763298,"Master suite, 2 queen size beds †î„÷ð‘??",20448703,Jennifer,8/23/2014,5,98108,"Seattle, WA",United States,47.54482778,-122.2996271,House,Private room,4,1,1,2,Real Bed,$80.00 ,,,,,1,$0.00 ,2,1125,2 weeks ago,20,moderate
5873892,Beacon hill clean bedroom(†îŠ©ý„÷ð‘??),20448703,Jennifer,8/23/2014,5,98108,"Seattle, WA",United States,47.54443758,-122.3012003,House,Private room,2,1,1,1,Real Bed,$50.00 ,,,,,1,$0.00 ,2,1125,yesterday,36,moderate
41401,Home Away From Home - MIL Suite    ,180441,Pina,7/25/2010,1,98108,"Seattle, WA",United States,47.56034898,-122.3140232,House,Entire home/apt,4,1,1,2,Real Bed,$89.00 ,$600.00 ,"$1,800.00 ",$350.00 ,,2,$15.00 ,10,365,2 weeks ago,26,strict
6646985,Room C  Warm & Quite Single Bedroom,15984289,Julian,5/26/2014,5,98108,"Seattle, WA",United States,47.56082164,-122.2956372,House,Private room,1,2,1,1,Real Bed,$35.00 ,,,,$10.00 ,0,$0.00 ,1,1125,4 weeks ago,49,moderate
3582883,Room A  Easiest Commute in town,15984289,Julian,5/26/2014,5,98108,"Seattle, WA",United States,47.56076942,-122.2943148,House,Private room,2,2,1,1,Real Bed,$55.00 ,,,,$10.00 ,1,$0.00 ,1,1125,3 weeks ago,93,moderate
6939472,Room D Quite Single Bed Room,15984289,Julian,5/26/2014,5,98108,"Seattle, WA",United States,47.56108749,-122.2961611,House,Private room,1,2,1,1,Real Bed,$35.00 ,,,,$10.00 ,0,$0.00 ,1,1125,4 weeks ago,44,moderate
4518037,Cozy Room w/ Easy Ride to Downtown.,12389678,CÇ¸line,2/19/2014,2,98108,"Seattle, WA",United States,47.55200952,-122.3058689,House,Private room,1,1,1,1,Real Bed,$35.00 ,,,$150.00 ,,1,$0.00 ,2,1125,today,34,moderate
3951768,"Private, Spacious, Studio",1154803,Kelly,9/13/2011,3,98108,"Seattle, WA",United States,47.5572751,-122.3133453,House,Entire home/apt,2,1,1,1,Real Bed,$58.00 ,$390.00 ,"$1,190.00 ",$120.00 ,$15.00 ,2,$5.00 ,2,1125,3 weeks ago,37,moderate
7007598,Beacon Hill home fit for a family,17774840,Shadi,3/17/2015,1,98108,"Seattle, WA",United States,47.55421556,-122.3086034,House,Entire home/apt,6,2.5,3,3,Real Bed,$170.00 ,$744.00 ,,$500.00 ,$125.00 ,1,$0.00 ,2,1125,2 months ago,5,strict
7800238,Private stand alone garden cottage,41056418,Andy And Betty,8/10/2015,1,98108,"Seattle, WA",United States,47.55708216,-122.309203,Cabin,Entire home/apt,2,1,1,1,Real Bed,$85.00 ,$500.00 ,"$1,700.00 ",,,1,$0.00 ,2,90,4 days ago,18,flexible
4581256,Beacon hill small bedroom („÷ð‘??),20448703,Jennifer,8/23/2014,5,98108,"Š¾¨‚??†?ó, WA",United States,47.54454407,-122.3013871,House,Private room,1,1,1,1,Real Bed,$38.00 ,,,,,1,$0.00 ,2,1125,3 weeks ago,27,moderate
4163851,Georgetown Townhouse,7379061,Amy,7/9/2013,1,98108,"Seattle, WA",United States,47.55368055,-122.317805,House,Entire home/apt,3,2.5,2,2,Real Bed,$104.00 ,$550.00 ,"$2,500.00 ",$350.00 ,$75.00 ,2,$10.00 ,3,1125,2 weeks ago,19,flexible
479653,Seattle Sleepy on North Beacon Hill,2376549,Patricia,5/15/2012,1,98108,"Seattle, WA",United States,47.55560304,-122.3008545,House,Entire home/apt,10,2,4,7,Real Bed,$150.00 ,"$1,327.00 ","$4,683.00 ",$200.00 ,$175.00 ,6,$25.00 ,3,365,today,59,moderate
6647442,Room B  Lovely Queen Size Bedroom,15984289,Julian,5/26/2014,5,98108,"Seattle, WA",United States,47.55920112,-122.2944791,House,Private room,2,2,1,1,Real Bed,$55.00 ,,,,$10.00 ,0,$0.00 ,1,1125,yesterday,41,moderate
7247518,Modern Home in Beacon Hill,36633617,Angie,6/24/2015,2,98108,"Seattle, WA",United States,47.5555162,-122.3033232,House,Entire home/apt,2,1,1,1,Real Bed,$130.00 ,,,,$60.00 ,1,$25.00 ,3,1125,3 months ago,4,flexible
6831239,Single bedroom (queen size bed) †î„÷ð‘??,20448703,Jennifer,8/23/2014,5,98108,"Seattle, WA",United States,47.5429914,-122.2996481,House,Private room,1,1,1,1,Real Bed,$38.00 ,,,,,1,$0.00 ,2,100,yesterday,9,moderate
108765,Beacon Hill Cottage in the City,541908,Mary,4/28/2011,1,98108,"Seattle, WA",United States,47.55256632,-122.3043496,Cabin,Entire home/apt,2,1,1,1,Real Bed,$122.00 ,$738.00 ,,,,1,$0.00 ,2,30,2 weeks ago,35,strict
8174943,Beacon Hill bedroom plus courtyard,43144386,Lawrence,9/2/2015,1,98108,"Seattle, WA",United States,47.54382834,-122.3027648,House,Private room,2,1,1,1,Real Bed,$55.00 ,,,,,1,$0.00 ,2,5,2 months ago,4,flexible
6360895,"Cozy Georgetown spot, sleeps 6!",3163979,BeckyJo,8/5/2012,1,98108,"Seattle, WA",United States,47.5540182,-122.3175534,Apartment,Entire home/apt,6,1,3,3,Real Bed,$109.00 ,,,,,4,$15.00 ,2,1125,yesterday,29,moderate
6363765,Seattle House - Location & Privacy,5325329,Blair,3/4/2013,9,98108,"Seattle, WA",United States,47.56137576,-122.3174105,House,Entire home/apt,6,1,2,3,Real Bed,$199.00 ,,,$250.00 ,$100.00 ,1,$0.00 ,1,90,today,21,strict
6183330,Unique Seattle Log Cabin Home,32069664,Jessica,4/27/2015,1,98108,"Seattle, WA",United States,47.56583406,-122.3149234,Cabin,Entire home/apt,4,1,1,2,Real Bed,$100.00 ,$600.00 ,"$2,000.00 ",$200.00 ,$50.00 ,1,$0.00 ,2,1125,2 weeks ago,16,moderate
2612025,Cute Home w/ Easy Ride to Downtown,12389678,CÇ¸line,2/19/2014,2,98108,"Seattle, WA",United States,47.55219473,-122.3051774,House,Private room,2,1,1,2,Real Bed,$45.00 ,,,$150.00 ,$15.00 ,1,$10.00 ,1,1125,today,82,moderate
7630155,Private Master Suite/Own Entrance,18948070,Sebastian,7/26/2014,1,98108,"Seattle, WA",United States,47.54986938,-122.2925492,House,Private room,2,1,1,1,Real Bed,$80.00 ,,,,$25.00 ,2,$0.00 ,1,1125,5 days ago,2,moderate
8118346,Room in Beacon Hill Home,36633617,Angie,6/24/2015,2,98108,"Seattle, WA",United States,47.55530659,-122.3032813,House,Private room,1,1,1,1,Real Bed,$80.00 ,,,,,1,$0.00 ,3,1125,4 months ago,0,flexible
6105021,SEATTLE LOFT STUDIO,2744582,Malcolm,6/26/2012,1,98108,"Seattle, WA",United States,47.54762603,-122.3041337,Loft,Entire home/apt,2,1,0,1,Real Bed,$99.00 ,$700.00 ,"$2,400.00 ",$500.00 ,,1,$20.00 ,2,1125,3 days ago,18,strict
10299108,Clean and bright suite bedroom(†î„÷ð‘??),20448703,Jennifer,8/23/2014,5,98108,"Seattle, WA",United States,47.54498546,-122.3008993,House,Private room,2,1,1,1,Real Bed,$58.00 ,,,,,1,$0.00 ,2,1125,yesterday,0,moderate
6626493,Private Beacon Hill Studio w/Bath,15512043,Edward,5/14/2014,1,98108,"Seattle, WA",United States,47.54712359,-122.3013946,House,Entire home/apt,2,1,1,1,Real Bed,$69.00 ,$375.00 ,"$1,495.00 ",$175.00 ,$20.00 ,1,$0.00 ,2,1125,6 weeks ago,15,moderate
573942,Georgetown lovely vintage sunny,30559,Angielena,8/9/2009,5,98108,"Seattle, WA",United States,47.54945611,-122.3165774,Other,Private room,2,3,1,1,Real Bed,$65.00 ,$390.00 ,"$1,200.00 ",$100.00 ,$10.00 ,1,$10.00 ,2,60,3 weeks ago,77,moderate
9314106,Cozy room with Private downstairs,48345118,Cynthia,11/6/2015,1,98108,"Seattle, WA",United States,47.54617149,-122.3080953,House,Private room,2,1,1,1,Real Bed,$38.00 ,,,"$2,000.00 ",,1,$0.00 ,2,1125,6 weeks ago,0,flexible
9814376,comfy room&convenient location‹¬?„÷ðŠ?ñ‹¬?,50557855,Hua,12/5/2015,2,98118,"Seattle, WA",United States,47.53524506,-122.2848655,Townhouse,Private room,2,1,1,1,Real Bed,$60.00 ,,,$100.00 ,$15.00 ,1,$0.00 ,1,1125,a week ago,0,moderate
9564093,3 2 1 Contact House,49515693,John,11/20/2015,1,98118,"Seattle, WA",United States,47.53280314,-122.2891504,House,Entire home/apt,2,1,1,1,Real Bed,$60.00 ,,,,$10.00 ,1,$15.00 ,1,1125,2 days ago,3,moderate
1652107,Prime Seattle Craftsman Home - 3Bed,5325329,Blair,3/4/2013,9,98118,"Seattle, WA",United States,47.52566156,-122.2811555,House,Entire home/apt,8,1,3,3,Real Bed,$175.00 ,,,$250.00 ,$100.00 ,7,$40.00 ,1,90,today,56,strict
609252,Sans souci in Seattle,3018655,Louise,7/22/2012,2,98117,"Seattle, WA",United States,47.69861296,-122.3634424,House,Private room,4,,1,,Real Bed,$280.00 ,,,,,1,$0.00 ,1,1125,5 months ago,0,flexible
942490,"Vibrant, Friendly Neighborhood Home",4705328,Lisa,1/14/2013,1,98117,"Seattle, WA",United States,47.68931774,-122.3651355,House,Private room,5,1,1,2,Real Bed,$80.00 ,$680.00 ,"$2,600.00 ",,,2,$20.00 ,2,7,2 months ago,74,moderate
8653722,Greenwood Garden Studio,45479019,Leif,9/30/2015,1,98117,"Seattle, WA",United States,47.69820987,-122.3617194,House,Entire home/apt,2,1,0,1,Real Bed,$85.00 ,$550.00 ,"$1,700.00 ",$150.00 ,$50.00 ,0,$0.00 ,2,1125,yesterday,5,moderate
7562591,Beautiful Updated Greenwood home,9029689,Monica,9/24/2013,1,98103,"Seattle, WA",United States,47.694444,-122.3465941,House,Entire home/apt,6,2,3,4,Real Bed,$215.00 ,,,$400.00 ,$160.00 ,1,$0.00 ,5,1125,4 months ago,1,strict
9636238,"Nice,clean apt,vibrant area",49834917,Kristine,11/25/2015,1,98103,"Seattle, WA",United States,47.690222,-122.3543712,Apartment,Entire home/apt,2,1,1,1,Real Bed,$120.00 ,,,,,1,$0.00 ,1,1125,a week ago,0,flexible
823989,The Whitman Ave Suites,12621051,Andrea,2/26/2014,1,98133,"Seattle, WA",United States,47.70484849,-122.3448874,Apartment,Entire home/apt,6,1,2,3,Real Bed,$105.00 ,$665.00 ,"$2,550.00 ",$200.00 ,$30.00 ,1,$0.00 ,3,365,5 weeks ago,55,strict
7596934,PHINNEY BUNGALOW,6288119,Bretton,5/8/2013,1,98103,"Seattle, WA",United States,47.68644324,-122.3500473,Bungalow,Entire home/apt,2,1,0,1,Real Bed,$90.00 ,$600.00 ,,,$50.00 ,1,$0.00 ,1,1125,4 weeks ago,4,flexible
6832592,Clean and comfy 2+1/2 bedroom Home,25189700,Mike & Michelle,12/25/2014,1,98117,"Seattle, WA",United States,47.68438657,-122.3608698,Apartment,Entire home/apt,6,1,2,3,Real Bed,$125.00 ,,,$500.00 ,$99.00 ,4,$20.00 ,2,1125,6 weeks ago,15,moderate
3922853,Urban homestead close to everything,20321164,Noel,8/20/2014,3,98117,"Seattle, WA",United States,47.69457431,-122.3579594,House,Entire home/apt,4,1,2,2,Real Bed,$105.00 ,$375.00 ,"$2,200.00 ",$100.00 ,$75.00 ,2,$0.00 ,1,90,today,14,flexible
9475641,"Urban by Day, Tranquil by Night",12973318,Philip,3/10/2014,1,98177,"Seattle, WA",United States,47.7029098,-122.3618734,House,Entire home/apt,6,2.5,3,3,Real Bed,$98.00 ,,,$500.00 ,$40.00 ,4,$10.00 ,13,183,a week ago,0,flexible
8718936,Travel Nurses Welcome! Special Rate,42627942,Hannah,8/26/2015,3,98133,"Seattle, WA",United States,47.70341239,-122.354803,House,Private room,1,1,1,1,Real Bed,$44.00 ,$350.00 ,"$1,200.00 ",$300.00 ,$100.00 ,1,$0.00 ,1,1125,today,0,strict
9075558,Private Bedroom in a Modern House,7237936,Mostafa,7/2/2013,1,98103,"Seattle, WA",United States,47.70048324,-122.3465622,House,Private room,2,1,1,1,Real Bed,$34.00 ,,,,,2,$0.00 ,1,1125,5 days ago,6,moderate
671828,Large Cozy Room Greenwood/Phinney,3396093,Elisa,8/28/2012,2,98117,"Seattle, WA",United States,47.69109349,-122.36464,House,Private room,1,2.5,1,1,Real Bed,$50.00 ,$350.00 ,"$1,075.00 ",$500.00 ,,1,$10.00 ,5,365,3 days ago,0,moderate
6660186,Quiet apt near Greenlake & downtown,34859303,Judy,6/2/2015,1,98103,"Seattle, WA",United States,47.68926864,-122.3541404,House,Entire home/apt,2,1.5,1,1,Real Bed,$85.00 ,$524.00 ,,$100.00 ,$35.00 ,2,$20.00 ,2,29,4 weeks ago,16,moderate
716829,Shack in the back in Seattle,62386,Lisa,12/12/2009,4,98103,"Seattle, WA",United States,47.69941938,-122.3483125,Chalet,Private room,1,,1,1,Real Bed,$62.00 ,$300.00 ,"$1,200.00 ",,$25.00 ,1,$20.00 ,1,1125,3 months ago,1,flexible
3916050,Cozy twin bed in a private room.,20283872,Lisa,8/19/2014,2,98103,"Seattle, WA",United States,47.69430764,-122.3467355,House,Private room,1,1,1,1,Real Bed,$49.00 ,,,,,1,$0.00 ,1,1125,a week ago,39,moderate
2187906,Room on main floor with bathroom,6374498,Bob,5/13/2013,2,98117,"Seattle, WA",United States,47.69461916,-122.3606357,House,Private room,2,0.5,1,1,Real Bed,$50.00 ,,,,,1,$5.00 ,1,5,6 weeks ago,21,flexible
9091301,Private suite in Greenwood house,47402064,Kathryn,10/25/2015,1,98103,"Seattle, WA",United States,47.69684141,-122.3490805,House,Private room,2,1,1,1,Real Bed,$50.00 ,,,,,1,$0.00 ,1,1125,6 weeks ago,3,flexible
9048584,Greenwood cabin private oasis,62386,Lisa,12/12/2009,4,98103,"Seattle, WA",United States,47.6983588,-122.3494885,House,Private room,2,1,1,1,Real Bed,$70.00 ,,,,$20.00 ,1,$0.00 ,1,1125,never,0,flexible
7382368,Private room in Seattle House,11303992,Michael F,1/14/2014,1,98117,"Seattle, WA",United States,47.694904,-122.3610628,House,Private room,2,1,1,1,Real Bed,$40.00 ,$250.00 ,,,,1,$10.00 ,1,1125,3 months ago,1,flexible
5278993,The Greenwood Perch,27327008,Solomon,2/6/2015,1,98103,"Seattle, WA",United States,47.69239391,-122.3532529,Apartment,Private room,2,1,1,1,Real Bed,$40.00 ,$200.00 ,$600.00 ,,,1,$0.00 ,1,1125,11 months ago,1,flexible
8717758,Restful stop in Seattle!,42627942,Hannah,8/26/2015,3,98133,"Seattle, WA",United States,47.70391884,-122.3544291,House,Private room,1,1,1,1,Real Bed,$38.00 ,$250.00 ,$825.00 ,$300.00 ,$50.00 ,1,$0.00 ,1,1125,today,0,strict
10299195,bright quiet room close to downtown,52990042,Richard,1/1/2016,1,98133,"Seattle, WA",United States,47.70186661,-122.3452365,House,Private room,1,1,1,1,Real Bed,$26.00 ,,,,$5.00 ,1,$0.00 ,1,1125,2 days ago,0,flexible
7064681,Tent Crash Pad,6374498,Bob,5/13/2013,2,98117,"Seattle, WA",United States,47.69314575,-122.3622588,Tent,Shared room,2,1,1,2,Real Bed,$25.00 ,,,,,1,$10.00 ,1,1125,3 months ago,4,moderate
1935439,Sunny Private Room by Carkeek Park,10014839,Timothy,11/14/2013,1,98177,"Seattle, WA",United States,47.70329901,-122.3607324,House,Private room,2,2,1,1,Futon,$49.00 ,$250.00 ,$800.00 ,$400.00 ,$30.00 ,1,$10.00 ,2,1125,2 months ago,3,moderate
5931372,North Seattle Home,7271601,Tahoma,7/3/2013,2,98133,"Seattle, WA",United States,47.70428186,-122.3462181,House,Entire home/apt,6,1.5,2,3,Real Bed,$129.00 ,$800.00 ,"$3,000.00 ",,$35.00 ,2,$8.00 ,1,1125,4 months ago,12,strict
1984692,Sunny Greenlake home with a view,5525120,Esther,3/19/2013,1,98103,"Seattle, WA",United States,47.68638397,-122.3451062,House,Entire home/apt,5,2,2,2,Real Bed,$175.00 ,"$1,200.00 ",,$250.00 ,$80.00 ,1,$0.00 ,2,20,4 months ago,5,moderate
4360604,Urban homestead room for 1 or 2,20321164,Noel,8/20/2014,3,98117,"Seattle, WA",United States,47.69400199,-122.3599532,House,Private room,2,1,1,2,Real Bed,$42.00 ,$161.00 ,$600.00 ,$100.00 ,$25.00 ,0,$0.00 ,1,30,today,16,flexible
9712348,Modern Townhome w/ Gourmet Kitchen,2897522,Jessica,7/10/2012,1,98103,"Seattle, WA",United States,47.69510633,-122.3496163,House,Entire home/apt,4,1.5,2,2,Real Bed,$126.00 ,,,$100.00 ,$100.00 ,1,$0.00 ,2,1125,a week ago,0,strict
